"unNo","psn","classOrDivision","subsidiaryHazard","segregation"
"3065","ALCOHOLIC BEVERAGES","3","",""
"3066","PAINT OR PAINT RELATED MATERIAL","8","",""
"3070","ETHYLENE OXIDE AND DICHLORODIFLUORO-METHANE MIXTURE","2.2","",""
"3071","MERCAPTANS, LIQUID, TOXIC, FLAMMABLE, N.O.S.","6.1","3","SG57"
"3072","LIFE-SAVING APPLIANCES NOT SELF-INFLATING","9","","SG18 SG71"
"3073","VINYLPYRIDINES, STABILIZED","6.1","3/8","SGG18 SG5 SG8 SG35"
"3077","ENVIRONMENTALLY HAZARDOUS SUBSTANCE, SOLID, N.O.S.","9","",""
"3078","CERIUM, turnings or gritty powder","4.3","","SGG15 SG26 SG35"
"3079","METHACRYLONITRILE, STABILIZED","6.1","3",""
"3080","ISOCYANATES, TOXIC, FLAMMABLE, N.O.S.","6.1","3",""
"3082","ENVIRONMENTALLY HAZARDOUS SUBSTANCE, LIQUID, N.O.S.","9","",""
"3083","PERCHLORYL FLUORIDE","2.3","5.1",""
"3084","CORROSIVE SOLID, OXIDIZING, N.O.S.","8","5.1",""
"0004","AMMONIUM PICRATE dry or wetted with less than 10% water, by mass","1.1D","","SGG2 SG27 SG31"
"0005","CARTRIDGES FOR WEAPONS with bursting charge","1.1F","",""
"0006","CARTRIDGES FOR WEAPONS with bursting charge","1.1E","",""
"0007","CARTRIDGES FOR WEAPONS with bursting charge","1.2F","",""
"0009","AMMUNITION, INCENDIARY with or without burster, expelling charge or propelling charge","1.2G","",""
"0010","AMMUNITION, INCENDIARY with or without burster, expelling charge or propelling charge","1.3G","",""
"0012","CARTRIDGES FOR WEAPONS, INERT PROJECTILE or CARTRIDGES, SMALL ARMS","1.4S","",""
"0014","CARTRIDGES FOR WEAPONS, BLANK or CARTRIDGES, SMALL ARMS, BLANK or CARTRIDGES FOR TOOLS, BLANK","1.4S","",""
"0015","AMMUNITION, SMOKE with or without burster, expelling charge or propelling charge","1.2G","See SP204",""
"0016","AMMUNITION, SMOKE with or without burster, expelling charge or propelling charge","1.3G","See SP204",""
"0018","AMMUNITION, TEAR-PRODUCING with burster, expelling charge or propelling charge","1.2G","6.1/8","SG2"
"0019","AMMUNITION, TEAR-PRODUCING with burster, expelling charge or propelling charge","1.3G","6.1/8","SG3"
"0020","AMMUNITION, TOXIC with burster, expelling charge or propelling charge","1.2K","6.1",""
"0021","AMMUNITION, TOXIC with burster, expelling charge or propelling charge","1.3K","6.1",""
"0027","BLACK POWDER (GUNPOWDER) granular, or as a meal","1.1D","",""
"0028","BLACK POWDER (GUNPOWDER), COMPRESSED or BLACK POWDER (GUNPOWDER), IN PELLETS","1.1D","",""
"0029","DETONATORS, NON-ELECTRIC for blasting","1.1B","",""
"0030","DETONATORS, ELECTRIC for blasting","1.1B","",""
"0033","BOMBS with bursting charge","1.1F","",""
"0034","BOMBS with bursting charge","1.1D","",""
"0035","BOMBS with bursting charge","1.2D","",""
"0037","BOMBS, PHOTO-FLASH","1.1F","",""
"0038","BOMBS, PHOTO-FLASH","1.1D","",""
"0039","BOMBS, PHOTO-FLASH","1.2G","",""
"0042","BOOSTERS without detonator","1.1D","",""
"0043","BURSTERS explosive","1.1D","",""
"0044","PRIMERS, CAP TYPE","1.4B","",""
"0048","CHARGES, DEMOLITION","1.1D","",""
"0049","CARTRIDGES, FLASH","1.1G","",""
"0050","CARTRIDGES, FLASH","1.3G","",""
"0054","CARTRIDGES, SIGNAL","1.3G","",""
"0055","CASES, CARTRIDGE, EMPTY, WITH PRIMER","1.4S","",""
"0056","CHARGES, DEPTH","1.1D","",""
"0059","CHARGES, SHAPED, without detonator","1.1D","",""
"0060","CHARGES, SUPPLEMENTARY EXPLOSIVE","1.1D","",""
"0065","CORD, DETONATING, flexible","1.1D","",""
"0066","CORD, IGNITER","1.4G","",""
"0070","CUTTERS, CABLE, EXPLOSIVE","1.4S","",""
"0072","CYCLOTRIMETHYLENE-TRINITRAMINE (CYCLONITE; HEXOGEN; RDX), WETTED with: not less than 15% water, by mass","1.1D","",""
"0073","DETONATORS FOR AMMUNITION","1.1B","",""
"0074","DIAZODINITROPHENOL, WETTED with not less than 40% water, or mixture of alcohol and water by, mass","1.1A","",""
"0075","DIETHYLENEGLYCOL DINITRATE, DESENSITIZED with not less than 25% non-volatile, water-insoluble phlegmatizer, by mass","1.1D","",""
"0076","DINITROPHENOL, dry or wetted with less than 15% water, by mass","1.1D","6.1 P","SG31"
"0077","DINITROPHENOLATES, alkali metals, dry or wetted with less than 15% water, by mass","1.3C","6.1 P","SG31"
"0078","DINITRORESORCINOL, dry or wetted with less than 15% water, by mass","1.1D","","SG31"
"0079","HEXANITRODIPHENYLAMINE (DIPICRYLAMINE HEXYL)","1.1D","",""
"0081","EXPLOSIVE, BLASTING, TYPE A","1.1D","","SG34"
"0082","EXPLOSIVE, BLASTING, TYPE B","1.1D","","SG34"
"0083","EXPLOSIVE, BLASTING, TYPE C","1.1D","","SG28"
"0084","EXPLOSIVE, BLASTING, TYPE D","1.1D","",""
"0092","FLARES, SURFACE","1.3G","",""
"0093","FLARES, AERIAL","1.3G","",""
"0094","FLASH POWDER","1.1G","",""
"0099","FRACTURING DEVICES, EXPLOSIVE without detonator, for oil wells","1.1D","",""
"0101","FUSE, NON-DETONATING","1.3G","",""
"0102","CORD (FUSE), DETONATING, metal-clad","1.2D","",""
"0103","FUSE, IGNITER tubular, metal-clad","1.4G","",""
"0104","CORD (FUSE), DETONATING, MILD EFFECT, metal-clad","1.4D","",""
"0105","FUSE, SAFETY","1.4S","",""
"0106","FUZES, DETONATING","1.1B","",""
"0107","FUZES, DETONATING","1.2B","",""
"0110","GRENADES, PRACTICE, hand or rifle","1.4S","",""
"0113","GUANYL NITROSAMINO-GUANYLIDENE HYDRAZINE, WETTED with not less than 30% water, by mass","1.1A","",""
"0114","GUANYL NITROSAMINO-GUANYLTETRAZENE (TETRAZENE), WETTED with not less than 30% water, or mixture of alcohol and water, by mass","1.1A","",""
"0118","HEXOLITE (HEXOTOL), dry or wetted with less than 15% water, by mass","1.1D","",""
"0121","IGNITERS","1.1G","",""
"0124","JET PERFORATING GUNS, CHARGED, oil well, without detonator","1.1D","",""
"0129","LEAD AZIDE, WETTED with not less than 20% water, or mixture of alcohol and water by, mass","1.1A","","SGG7 SGG9 SGG17"
"0130","LEAD STYPHNATE (LEAD TRINITRORESORCINATE), WETTED with not less than 20% water, or mixture of alcohol and water, by mass","1.1A","","SGG7 SGG8"
"0131","LIGHTERS, FUSE","1.4B","",""
"0132","DEFLAGRATING METAL SALTS OF AROMATIC NITRO-DERIVATIVES, N.O.S.","1.3C","","SG31"
"0133","MANNITOL HEXANITRATE (NITROMANNITE), WETTED with not less than 40% water, or mixture of alcohol and water, by mass","1.1D","",""
"0135","MERCURY FULMINATE, WETTED with not less than 20% water, or mixture of alcohol and water, by mass","1.1A","","SGG7 SGG11"
"0136","MINES with bursting charge","1.1F","",""
"0137","MINES with bursting charge","1.1D","",""
"0138","MINES with bursting charge","1.2D","",""
"0143","NITROGLYCERIN, DESENSITIZED with not less than 40% non-volatile water-insoluble phlegmatizer, by mass","1.1D","See SP271",""
"0144","NITROGLYCERIN SOLUTION IN ALCOHOL with more than 1% but not more than 10% nitroglycerin","1.1D","",""
"0146","NITROSTARCH, dry or wetted, with less than 20% water by, mass","1.1D","",""
"0147","NITRO UREA","1.1D","",""
"0150","PENTAERYTHRITE TETRANITRATE (PENTAERYTHRITOL TETRANITRATE; PETN), WETTED with not less than 25% water, by mass or PENTAERYTHRITE TETRANITRATE (PENTAERYTHRITOL TETRANITRATE; PETN), DESENSITIZED with not less than 15% phlegmatizer, by mass","1.1D","",""
"0151","PENTOLITE, dry or wetted with less than 15% water by, mass","1.1D","",""
"0153","TRINITROANILINE (PICRAMIDE)","1.1D","",""
"0154","TRINITROPHENOL (PICRIC ACID), dry or wetted with less than 30% water, by mass","1.1D","","SG31"
"0155","TRINITROCHLOROBENZENE (PICRYL CHLORIDE)","1.1D","",""
"0159","POWDER CAKE (POWDER PASTE), WETTED with not less than 25% water, by mass","1.3C","",""
"0160","POWDER, SMOKELESS","1.1D","",""
"0161","POWDER, SMOKELESS","1.3C","",""
"0167","PROJECTILES with bursting charge","1.1F","",""
"0168","PROJECTILES with bursting charge","1.1D","",""
"0169","PROJECTILES with bursting charge","1.2D","",""
"0171","AMMUNITION, ILLUMINATING with or without burster, expelling charge or propelling charge","1.2G","",""
"0173","RELEASE DEVICES, EXPLOSIVE","1.4S","",""
"0174","RIVETS, EXPLOSIVE","1.4S","",""
"0180","ROCKETS with bursting charge","1.1F","",""
"0181","ROCKETS with bursting charge","1.1E","",""
"0182","ROCKETS with bursting charge","1.2E","",""
"0183","ROCKETS with inert head","1.3C","",""
"0186","ROCKET MOTORS","1.3C","",""
"0190","SAMPLES, EXPLOSIVE, other than initiating explosive","1","",""
"0191","SIGNAL DEVICES, HAND","1.4G","",""
"0192","SIGNALS, RAILWAY TRACK, EXPLOSIVE","1.1G","",""
"0193","SIGNALS, RAILWAY TRACK, EXPLOSIVE","1.4B","",""
"0194","SIGNALS, DISTRESS, ship","1.1G","",""
"0195","SIGNALS, DISTRESS, ship","1.3G","",""
"0196","SIGNALS, SMOKE","1.1G","",""
"0197","SIGNALS, SMOKE","1.4G","",""
"0204","SOUNDING DEVICES, EXPLOSIVE","1.2F","",""
"0207","TETRANITROANILINE","1.1D","",""
"0208","TRINITROPHENYLMETHYL-NITRAMINE (TETRYL)","1.1D","",""
"0209","TRINITROTOLUENE (TNT), dry or wetted with less than 30% water, by mass","1.1D","",""
"0212","TRACERS FOR AMMUNITION","1.3G","",""
"0213","TRINITROANISOLE","1.1D","",""
"0214","TRINITROBENZENE, dry or wetted with less than 30% water, by mass","1.1D","",""
"0215","TRINITROBENZOIC ACID, dry or wetted with less than 30% water, by mass","1.1D","",""
"0216","TRINITRO-m-CRESOL","1.1D","","SG31"
"0217","TRINITRONAPHTHALENE","1.1D","",""
"0218","TRINITROPHENETOLE","1.1D","",""
"0219","TRINITRORESORCINOL (STYPHNIC ACID), dry or wetted with less than 20% water, or mixture of alcohol and water, by mass","1.1D","","SG31"
"0220","UREA NITRATE, dry or wetted with less than 20% water, by mass","1.1D","",""
"0221","WARHEADS, TORPEDO with bursting charge","1.1D","",""
"0222","AMMONIUM NITRATE","1.1D","","SGG2 SG27"
"0224","BARIUM AZIDE, dry or wetted with less than 50% water, by mass","1.1A","6.1","SGG17"
"0225","BOOSTERS WITH DETONATOR","1.1B","",""
"0226","CYCLOTETRAMETHYLENE-TETRANITRAMINE (HMX; OCTOGEN), WETTED with not less than 15% water, by mass","1.1D","",""
"0234","SODIUM DINITRO-o-CRESOLATE, dry or wetted with less than 15% water, by mass","1.3C","6.1 P","SG31"
"0235","SODIUM PICRAMATE, dry or wetted with less than 20% water, by mass","1.3C","","SG31"
"0236","ZIRCONIUM PICRAMATE, dry or wetted with less than 20% water, by mass","1.3C","","SG31"
"0237","CHARGES, SHAPED, FLEXIBLE, LINEAR","1.4D","",""
"0238","ROCKETS, LINE-THROWING","1.2G","",""
"0240","ROCKETS, LINE-THROWING","1.3G","",""
"0241","EXPLOSIVE, BLASTING, TYPE E","1.1D","","SG34"
"0242","CHARGES, PROPELLING, FOR CANNON","1.3C","",""
"0243","AMMUNITION, INCENDIARY, WHITE PHOSPHORUS with burster, expelling charge or propelling charge","1.2H","",""
"0244","AMMUNITION, INCENDIARY, WHITE PHOSPHORUS with burster, expelling charge or propelling charge","1.3H","",""
"0245","AMMUNITION, SMOKE, WHITE PHOSPHORUS with burster, expelling charge or propelling charge","1.2H","",""
"0246","AMMUNITION, SMOKE, WHITE PHOSPHORUS with burster, expelling charge or propelling charge","1.3H","",""
"0247","AMMUNITION, INCENDIARY, liquid or gel, with burster, expelling charge or propelling charge","1.3J","",""
"0248","CONTRIVANCES, WATER-ACTIVATED with burster, expelling charge or propelling charge","1.2L","4.3",""
"0249","CONTRIVANCES, WATER-ACTIVATED with burster, expelling charge or propelling charge","1.3L","4.3",""
"0250","ROCKET MOTORS WITH HYPERGOLIC LIQUIDS with or without expelling charge","1.3L","",""
"0254","AMMUNITION, ILLUMINATING with or without burster, expelling charge or propelling charge","1.3G","",""
"0255","DETONATORS, ELECTRIC for blasting","1.4B","",""
"0257","FUZES, DETONATING","1.4B","",""
"0266","OCTOLITE (OCTOL), dry or wetted with less than 15% water, by mass","1.1D","",""
"0267","DETONATORS, NON-ELECTRIC for blasting","1.4B","",""
"0268","BOOSTERS WITH DETONATOR","1.2B","",""
"0271","CHARGES, PROPELLING","1.1C","",""
"0272","CHARGES, PROPELLING","1.3C","",""
"0275","CARTRIDGES, POWER DEVICE","1.3C","",""
"0276","CARTRIDGES, POWER DEVICE","1.4C","",""
"0277","CARTRIDGES, OIL WELL","1.3C","",""
"0278","CARTRIDGES, OIL WELL","1.4C","",""
"0279","CHARGES, PROPELLING, FOR CANNON","1.1C","",""
"0280","ROCKET MOTORS","1.1C","",""
"0281","ROCKET MOTORS","1.2C","",""
"0282","NITROGUANIDINE (PICRITE), dry or wetted with less than 20% water, by mass","1.1D","",""
"0283","BOOSTERS without detonator","1.2D","",""
"0284","GRENADES, hand or rifle, with bursting charge","1.1D","",""
"0285","GRENADES, hand or rifle, with bursting charge","1.2D","",""
"0286","WARHEADS, ROCKET with bursting charge","1.1D","",""
"0287","WARHEADS, ROCKET with bursting charge","1.2D","",""
"0288","CHARGES, SHAPED, FLEXIBLE, LINEAR","1.1D","",""
"0289","CORD, DETONATING, flexible","1.4D","",""
"0290","CORD (FUSE), DETONATING, metal-clad","1.1D","",""
"0291","BOMBS with bursting charge","1.2F","",""
"0292","GRENADES, hand or rifle, with bursting charge","1.1F","",""
"0293","GRENADES, hand or rifle, with bursting charge","1.2F","",""
"0294","MINES with bursting charge","1.2F","",""
"0295","ROCKETS with bursting charge","1.2F","",""
"0296","SOUNDING DEVICES, EXPLOSIVE","1.1F","",""
"0297","AMMUNITION, ILLUMINATING with or without burster, expelling charge or propelling charge","1.4G","",""
"0299","BOMBS, PHOTO-FLASH","1.3G","",""
"0300","AMMUNITION, INCENDIARY with or without burster, expelling charge or propelling charge","1.4G","",""
"0301","AMMUNITION, TEAR-PRODUCING with burster, expelling charge or propelling charge","1.4G","6.1/8","SG74"
"0303","AMMUNITION, SMOKE with or without burster, expelling charge or propelling charge","1.4G","See SP204",""
"0305","FLASH POWDER","1.3G","",""
"0306","TRACERS FOR AMMUNITION","1.4G","",""
"0312","CARTRIDGES, SIGNAL","1.4G","",""
"0313","SIGNALS, SMOKE","1.2G","",""
"0314","IGNITERS","1.2G","",""
"0315","IGNITERS","1.3G","",""
"0316","FUZES, IGNITING","1.3G","",""
"0317","FUZES, IGNITING","1.4G","",""
"0318","GRENADES, PRACTICE hand or rifle","1.3G","",""
"0319","PRIMERS, TUBULAR","1.3G","",""
"0320","PRIMERS, TUBULAR","1.4G","",""
"0321","CARTRIDGES FOR WEAPONS with bursting charge","1.2E","",""
"0322","ROCKET MOTORS WITH HYPERGOLIC LIQUIDS with or without expelling charge","1.2L","",""
"0323","CARTRIDGES, POWER DEVICE","1.4S","",""
"0324","PROJECTILES with bursting charge","1.2F","",""
"0325","IGNITERS","1.4G","",""
"0326","CARTRIDGES FOR WEAPONS, BLANK","1.1C","",""
"0327","CARTRIDGES FOR WEAPONS, BLANK or CARTRIDGES, SMALL ARMS, BLANK","1.3C","",""
"0328","CARTRIDGES FOR WEAPONS, INERT PROJECTILE","1.2C","",""
"0329","TORPEDOES with bursting charge","1.1E","",""
"0330","TORPEDOES with bursting charge","1.1F","",""
"0331","EXPLOSIVE, BLASTING, TYPE B (AGENT, BLASTING, TYPE B)","1.5D","","SG34"
"0332","EXPLOSIVE, BLASTING, TYPE E (AGENT, BLASTING, TYPE E)","1.5D","","SG34"
"0333","FIREWORKS","1.1G","",""
"0334","FIREWORKS","1.2G","",""
"0335","FIREWORKS","1.3G","",""
"0336","FIREWORKS","1.4G","",""
"0337","FIREWORKS","1.4S","",""
"0338","CARTRIDGES FOR WEAPONS, BLANK or CARTRIDGES, SMALL ARMS, BLANK","1.4C","",""
"0339","CARTRIDGES FOR WEAPONS, INERT PROJECTILE or CARTRIDGES, SMALL ARMS","1.4C","",""
"0340","NITROCELLULOSE, dry or wetted with less than 25% water (or alcohol), by mass","1.1D","",""
"0341","NITROCELLULOSE, unmodified or plasticized with less than 18% plasticizing substance, by mass","1.1D","",""
"0342","NITROCELLULOSE, WETTED with not less than 25% alcohol, by mass","1.3C","",""
"2880","CALCIUM HYPOCHLORITE, HYDRATED","5.1","P","SGG8, SG35, SG38, SG49, SG53, SG60"
"2881","METAL CATALYST, DRY","4.2","","SGG7, SGG15, SG25, SG26"
"2900","INFECTIOUS SUBSTANCE, AFFECTING ANIMALS only","6.2","","SG50"
"2901","BROMINE CHLORIDE","2.3","5.1/8","SG6, SG19"
"2902","PESTICIDE, LIQUID, TOXIC, N.O.S.","6.1","",""
"2903","PESTICIDE, LIQUID, TOXIC, FLAMMABLE, N.O.S.","6.1","3",""
"2904","CHLOROPHENOLATES, LIQUID or PHENOLATES, LIQUID","8","",""
"2905","CHLOROPHENOLATES, SOLID or PHENOLATES, SOLID","8","",""
"2907","ISOSORBIDE DINITRATE MIXTURE","4.1","","SG7, SG30"
"2908","RADIOACTIVE MATERIAL, EXCEPTED PACKAGE EMPTY PACKAGING","7","",""
"2909","RADIOACTIVE MATERIAL, EXCEPTED PACKAGE ARTICLES MANUFACTURED FROM NATURAL URANIUM","7","",""
"2910","RADIOACTIVE MATERIAL, EXCEPTED PACKAGE LIMITED QUANTITY OF MATERIAL","7","",""
"2911","RADIOACTIVE MATERIAL, EXCEPTED PACKAGE INSTRUMENTS or ARTICLES","7","",""
"2912","RADIOACTIVE MATERIAL, LOW SPECIFIC ACTIVITY (LSA-I)","7","",""
"2913","RADIOACTIVE MATERIAL, SURFACE CONTAMINATED OBJECTS","7","",""
"2915","RADIOACTIVE MATERIAL, TYPE A PACKAGE","7","",""
"2916","RADIOACTIVE MATERIAL, TYPE B(U) PACKAGE","7","",""
"2917","RADIOACTIVE MATERIAL, TYPE B(M) PACKAGE","7","",""
"2919","RADIOACTIVE MATERIAL, TRANSPORTED UNDER SPECIAL ARRANGEMENT","7","",""
"2920","CORROSIVE LIQUID, FLAMMABLE, N.O.S.","8","3",""
"2921","CORROSIVE SOLID, FLAMMABLE, N.O.S.","8","4.1",""
"2922","CORROSIVE LIQUID, TOXIC, N.O.S.","8","6.1",""
"2923","CORROSIVE SOLID, TOXIC, N.O.S.","8","6.1",""
"2924","FLAMMABLE LIQUID, CORROSIVE, N.O.S.","3","8",""
"2925","FLAMMABLE SOLID, CORROSIVE, ORGANIC, N.O.S.","4.1","8",""
"2926","FLAMMABLE SOLID, TOXIC, ORGANIC, N.O.S.","4.1","6.1",""
"2927","TOXIC LIQUID, CORROSIVE, ORGANIC, N.O.S.","6.1","8",""
"2928","TOXIC SOLID, CORROSIVE, ORGANIC, N.O.S.","6.1","8",""
"2929","TOXIC LIQUID, FLAMMABLE, ORGANIC, N.O.S.","6.1","3",""
"2930","TOXIC SOLID, FLAMMABLE, ORGANIC, N.O.S.","6.1","4.1",""
"2931","VANADYL SULPHATE","6.1","",""
"2933","METHYL 2-CHLORO-PROPIONATE","3","",""
"2934","ISOPROPYL 2-CHLORO-PROPIONATE","3","",""
"2772","THIOCARBAMATE PESTICIDE, LIQUID, FLAMMABLE, TOXIC","3","6.1",""
"2775","COPPER BASED PESTICIDE, SOLID, TOXIC","6.1","",""
"2776","COPPER BASED PESTICIDE, LIQUID, FLAMMABLE, TOXIC","3","6.1","SGG7, SGG11"
"2777","MERCURY BASED PESTICIDE, SOLID, TOXIC","6.1","P","SGG7, SGG11"
"2778","MERCURY BASED PESTICIDE, LIQUID, FLAMMABLE, TOXIC","3","6.1","SGG7, SGG11"
"2779","SUBSTITUTED NITROPHENOL PESTICIDE, SOLID, TOXIC","6.1","",""
"2780","SUBSTITUTED NITROPHENOL PESTICIDE, LIQUID, FLAMMABLE, TOXIC","3","6.1",""
"2781","BIPYRIDILIUM PESTICIDE, SOLID, TOXIC","6.1","",""
"2782","BIPYRIDILIUM PESTICIDE, LIQUID, FLAMMABLE, TOXIC","3","6.1",""
"2783","ORGANOPHOSPHORUS PESTICIDE, SOLID, TOXIC","6.1","",""
"2784","ORGANOPHOSPHORUS PESTICIDE, LIQUID, FLAMMABLE, TOXIC","3","6.1",""
"2785","4-THIAPENTANAL","6.1","","SG20, SG21"
"2786","ORGANOTIN PESTICIDE, SOLID, TOXIC","6.1","P",""
"2787","ORGANOTIN PESTICIDE, LIQUID, FLAMMABLE, TOXIC","3","6.1",""
"2788","ORGANOTIN COMPOUND, LIQUID, N.O.S.","6.1","P",""
"2789","ACETIC ACID, GLACIAL","8","3","SGG1, SG36, SG49"
"2790","ACETIC ACID SOLUTION","8","","SGG1, SG36, SG49"
"2793","FERROUS METAL BORINGS","4.2","","SG26"
"2794","BATTERIES, WET, FILLED WITH ACID","8","","SGG1, SG36, SG49"
"2795","BATTERIES, WET, FILLED WITH ALKALI","8","","SGG1B, SG35"
"2796","SULPHURIC ACID","8","","SGG1, SG36, SG49"
"2797","BATTERY FLUID, ALKALI","8","","SGG18, SG22, SG35"
"2798","PHENYLPHOSPHORUS DICHLORIDE","8","","SGG1, SG36, SG49"
"2799","PHENYLPHOSPHORUS THIODICHLORIDE","8","","SGG1, SG36, SG49"
"2800","BATTERIES, WET, NON-SPILLABLE","8","",""
"2801","DYE, LIQUID, CORROSIVE","8","",""
"2802","COPPER CHLORIDE","8","","SGG1, SG36, SG49"
"2803","GALLIUM","8","",""
"2805","LITHIUM HYDRIDE","4.3","","SG26, SG35"
"2806","LITHIUM NITRIDE","4.3","",""
"2807","MAGNETIZED MATERIAL","9","",""
"2809","MERCURY","8","6.1","SGG7, SGG11, SG24"
"2810","TOXIC LIQUID, ORGANIC, N.O.S.","6.1","",""
"2811","TOXIC SOLID, ORGANIC, N.O.S.","6.1","",""
"2812","SODIUM ALUMINATE, SOLID","8","",""
"2813","WATER-REACTIVE SOLID, N.O.S.","4.3","","SG26"
"2814","INFECTIOUS SUBSTANCE, AFFECTING HUMANS","6.2","","SG50"
"2815","N-AMINOETHYLPIPERAZINE","8",6.1,"SG35, SG50"
"2817","AMMONIUM HYDROGEN-DIFLUORIDE SOLUTION","8","6.1","SGG1, SGG2, SG36, SG49"
"2818","AMMONIUM POLYSULPHIDE SOLUTION","8","6.1","SGG2, SGG18, SG35"
"2819","AMYL ACID PHOSPHATE","8","",""
"2820","BUTYRIC ACID","8","",""
"2821","PHENOL SOLUTION","6.1","",""
"2822","2-CHLOROPYRIDINE","6.1","",""
"2823","CROTONIC ACID, SOLID","8","","SGG1, SG36, SG49"
"2826","ETHYL CHLOROTHIOFORMATE","8","3","SGG1, SG36, SG49"
"2829","CAPROIC ACID","8","","SGG1, SG36, SG49"
"2830","LITHIUM FERROSILICON","4.3","4.2","SG26"
"2831","1,1,1-TRICHLOROETHANE","6.1","",""
"2834","PHOSPHOROUS ACID","8","","SGG1, SG36, SG49"
"2835","SODIUM ALUMINIUM HYDRIDE","4.3","","SG26, SG35"
"2837","BISULPHATES, AQUEOUS SOLUTION","8","",""
"2838","VINYL BUTYRATE, STABILIZED","3","",""
"2839","ALDOL","6.1","",""
"2840","BUTYRALDOXIME","3","",""
"2841","Di-n-AMYLAMINE","3","","SG35"
"2842","NITROETHANE","3","",""
"2844","CALCIUM MANGANESE SILICON","4.3","","SG26, SG35"
"2845","PYROPHORIC LIQUID, ORGANIC, N.O.S.","4.2","","SG26, SG63"
"2846","PYROPHORIC SOLID, ORGANIC, N.O.S.","4.2","","SG26"
"2849","3-CHLOROPROPANOL-1","6.1","",""
"2850","PROPYLENE TETRAMER","3","",""
"2851","BORON TRIFLUORIDE DIHYDRATE","8","","SGG1, SG36, SG49"
"2852","DIPICRYL SULPHIDE, WETTED","4.1","","SG7, SG30"
"2853","MAGNESIUM FLUOROSILICATE","6.1","","SG35"
"2854","AMMONIUM FLUOROSILICATE","6.1","","SGG2, SG35"
"2855","ZINC FLUOROSILICATE","6.1","","SGG7, SG35"
"2856","FLUOROSILICATES, N.O.S.","6.1","","SG35"
"2857","REFRIGERATING MACHINES","2.2","",""
"2858","ZIRCONIUM, DRY","4.1","","SG25, SG26"
"2859","AMMONIUM METAVANADATE","6.1","","SGG2, SG6, SG8, SG10, SG12"
"2861","AMMONIUM POLYVANADATE","6.1","","SGG2, SG6, SG8, SG10"
"2862","VANADIUM PENTOXIDE","6.1","",""
"2863","SODIUM AMMONIUM VANADATE","6.1","","SGG2"
"2864","POTASSIUM METAVANADATE","6.1","",""
"2865","HYDROXYLAMINE SULPHATE","8","","SGG1, SG35, SG36, SG49"
"2869","TITANIUM TRICHLORIDE MIXTURE","8","","SGG1, SGG7, SG36, SG49"
"2870","ALUMINIUM BOROHYDRIDE",4.2,4.3,"SG26"
"2871","ANTIMONY POWDER","6.1","",""
"2872","DIBROMOCHLOROPROPANES","6.1","","SGG10"
"2873","DIBUTYLAMINOETHANOL","6.1","","SGG10"
"2874","FURFURYL ALCOHOL","6.1","","SG17, SG35"
"2875","HEXACHLOROPHENE","6.1","",""
"2876","RESORCINOL","6.1","",""
"2878","TITANIUM SPONGE GRANULES","4.1","","SGG7, SGG15, SG17, SG25, SG26"
"2879","SELENIUM OXYCHLORIDE",8,6.1,"SGG1, SG38, SG49"
